name,rating,review,duration
Ohio Fourth and Fifth Grade Science, 3 stars ,"The final resting place of Henry M. Flagler, one-time Bellevue, Ohio resident.",2 years ago
ToxicLagoon “ToxicLagoon”, 5 stars ,"This church is amazingly beautiful and will take your breath away. It’s something you should see at least once in your life; you won’t be disappointed. The people there are incredibly friendly and willing to answer any questions you have, but if you prefer to tour on your own, that option is open to you as well. I loved it here, and I hope future visitors will love it as well.",3 years ago
Karen, 5 stars ,"A historic church that is absolutely beautiful, this place needs to be on your must see list. One of the top ten most beautiful  churches in the world, with really knowledgeable tour guides. 5000 pipe organ, and amazing stained glass windows are just the beginning. Don't skip visiting here!",5 years ago
Gina Malm, 5 stars ,Just breathtaking!  Beautiful self-guided tour on Saturday morn.,7 months ago
Amy Watkins, 5 stars ,This chuch is beautiful!  We took a tour through  and we will definitely go back when we go back!  I was stunned at how beautiful this church was I came home and told my mom i want to take my mom and step-dad with us it was just so pretty from far and the outside and when you  go inside theres sp many more  rooms and the stained glass was just wonderful!,3 years ago
Tom Lemcool, 2 stars ,"Sorry they are only open on Saturday for a few hours and for Sunday service. We wanted to visit but we're not here on those days. We have to think the Covid excuse is getting very old, since everything else in town is open.",a year ago
Mary Bradshaw Duncan, 5 stars ,For love of a daughter we have a father to thank for this beautiful church in St. Augustine. Ask any question you can think of to those inside. Delicate Christmas ornaments are on sale and even a cookbook for Christmas gifts for loved ones and yourself. Say a prayer while you are there enjoying the beauty built for the love of a daughter.,3 years ago
rodney toy, 5 stars ,This place is architecturally stunning.,3 years ago
Timothy Keller, 4 stars ,"I can't speak to the church service, but I came here over the weekend with a friend to explore some of St. Augustine history and this was our first stop. Beautiful architecture and quick informative tour and free booklet offered a detailed history of the church and its founding family.",4 years ago
L BG (Laura), 5 stars ,Beautiful architecture. Did not go inside. Just sightseeing in this beautiful town.,9 months ago
Jack Edwards, 5 stars ,My wife and stopped here and were simply amazed!!!  The architecture of this building is phenomenal.  We were given a history of the building from a very pleasant woman and she was very informative.  Well worth the time to tour!!!!,4 years ago
Will English, 4 stars ,"Dr. Camp is an amazing orator and pastor. The church is very visually impressive as a historic monument in St. Augustine. I do have to complain about the Organist. He or she consistently plays at a deafening volume and more often than not, double the prescribed time for the song. Silent night, the peak of the Christmas Eve candlelight service, is rendered unenjoyable by the rendition played here. Other than the music, beautiful service.",2 years ago
Debe Gantt, 5 stars ,The church is absolutely beautiful.  The stained glass windows are amazing.  Bill was the volunteer for the day.  He was very gracious and loaded with hospitality.,3 years ago
Robert, 5 stars ,"Very beautiful church. I just toured the place so I do not have in-depth information. Again very impressive. Down town, not hard to find, I suggest using a city garage for parking.",2 years ago
Ashley, 5 stars ,"What an absolute beautiful church. It’s stunning! The history behind it is amazing to hear, the detail is just unreal. Every time I come to St. Augustine, I visit this church.",3 years ago
Matt Law, 5 stars ,Amazing building!,a year ago
John Riddick, 5 stars ,Awesome and interesting but its a functioning church so be prepared to be respectful,9 months ago
Cassandra G, 4 stars ,"Every time my husband and I walked past this church when visiting St. Augustine, we thought it was a Catholic Cathedral. The copper dome and spires are architecturally beautiful, and so we decided to explore one day and realized it was a Presbyterian church with a massively impressive pipe organ that seemed to overtake the room. Much to our surprise, the docent on duty informed us that Henry Flagler's mausoleum was located on the premises. Wandering over to the direction in which she pointed, we came to a gated entrance to a white room under a stained glass dome with four crypts: Henry's, two wives (one shared with a passed child), and an empty one.  There was something inspiring, and yet disturbing, to be viewing where Henry Flagler was laid to rest. If you are a history or architecture buff, I recommend stopping in.",6 years ago
Stan Kaszok, 5 stars ,"Very very beautiful place. Top 5 church in our great country. I loved the one in New Orleans,but just a special",3 years ago
steffyuwu, 5 stars ,"Great tip, really felt like god touched me from inside! Amen and praise god lol",a year ago
Jim Bailey, 4 stars ,This is so beautiful. We went to one of the Sundays service and it was fantastic. Everyone at the service was so friendly. Great service and was very impressed. Be sure to bring your camera.,7 years ago
Kathleen O'Connor, 1 star ,Clerk Paula keeps texting ex husband and claims a mistake - big difference in area codes and name. Does William want to know about this? It's happened nearly a dozen times this year. Terry how's the blue buddah. We have the phone records to prove this!  Also Terry were the Margueritas worth it last text received?  The phone belongs to me and I obviously see the records. Lose the phone number and contact information already!,3 years ago
Matthew Hanagan, 5 stars ,Beautiful church. Can't wait to see the inside sometime.,a year ago
Donna Francis, 4 stars ,"Liked the architecture, didn't get to actually go inside as there was a wedding at the time. Reviewed pictures.",3 years ago
Taylor Hodges, 5 stars ,Beautiful and most elaborate church to tour in St. Augustine. The organist even played for us. Tours end at 3:30.,6 years ago
Casey Krout, 5 stars ,Great place to visit,2 years ago
Cathy Stenger, 5 stars ,I really enjoyed this stunning church that displayed so much of St Augustine's history.,3 years ago
Larry Lozen, 5 stars ,"One of two churches we explored,  both gorgeous and worth anyone's time",3 years ago
Debbie Lavoie, 4 stars ,I loved the color and stained glass everywhere the ladies were so nice the work amazing,2 years ago
Nita Gerson, 5 stars ,"Beautiful, Amazing church! I LOVE to tour when visiting St. Augustine!",4 years ago
Fran Slezak, 5 stars ,Very friendly informative staff. Beautiful building . Entrance by donation. Well worth going to.,4 years ago
Linda Kerr, 5 stars ,This is a must visit in St. Augustine. So much history.  Beautiful church.,3 years ago
Heidi Lambert-Payton, 5 stars ,Beautiful church.  Definitely recommend seeing while visiting St Augustine!,3 years ago
N V, 5 stars ,"This is my favorite place in St. Augustine. Jaw dropping, be sure to visit around Christmas to see the beautiful tree.",5 years ago
McKenna Charmaine Anderson, 5 stars ,One of the most beautiful  cathedrals I have ever seen.,4 years ago
Ed “ed” Sipes, 5 stars ,This is one of the most beautiful buildings I've ever seen.,2 years ago
Lon Martin, 5 stars ,Beautiful historical architecture in St Augustine!,11 months ago
Ally Walczak, 5 stars ,I have been baptized here and have been welcomed into this friendly community since birth. The church family here is wonderful.,4 years ago
Anita Ives, 5 stars ,It's an honor each year to go and celebrate with the family the Christmas Eve Mass very humbling beautiful honorably and Sanctified praise God,4 years ago
steve, 5 stars ,Very old church built in the 1800's and we replaced the old lightning protection on it from the original system used back then. True craftsman ship,4 years ago
Khina Ka’Ching, 5 stars ,This is one of the most beautiful churches around.... Love going!,6 years ago
Jennifer Harrison, 5 stars ,"Beautiful church, wood work and the plaster trim was incredible, what a lost art!!",3 years ago
Nevada Stewart, 5 stars ,Absolutely gorgeous,3 years ago
Matt Gensheimer, 5 stars ,Amazing architecture,3 years ago
Michael Hydorn, 5 stars ,"Wonderful architecture, wonderful preaching by Dr. Camp",a year ago
Ian Cunningham, 5 stars ,Beautiful old church and the lady answering questions was awesome and very knowledgeable.,2 years ago
Jim Gardner, 5 stars ,"Only able to view from outside today but, it is beautiful.",3 years ago
Nicole Arbour, 5 stars ,"Amazing!!! Even during an intense renovation, the beauty is there.",3 years ago
Gene Helton, 5 stars ,Beautiful loved it so much history must see,3 years ago
Greg McCarthy, 5 stars ,Beautiful historic church with a wonderful dynamic congregation,3 years ago
Jimmie Dietz, 4 stars ,This place is in st. Augustine amazing go look at it,a year ago
Mariya Axenoff, 1 star ,Rude and nasty workers! Such a shame that such a pretty church has such aweful staff,4 years ago
Brandon Cornell, 5 stars ,So beautiful. I wish it was open,a year ago
Becky Maguire, 5 stars ,"The most welcoming, giving and spiritual church in town!",2 years ago
Vicki L. Wright, 5 stars ,Gorgeous church...with a story of own!,3 years ago
Tim Drake, 4 stars ,Unique architecture and design. Make time to stop in to visit the place.,6 years ago
Bruce “Blong”, 5 stars ,Self guided tours are free and very informative,3 years ago
stewart gable, 4 stars ,Just plain awesome.  A must see.,2 years ago
asia mal, 5 stars ,Absolutely Gorgeous!!!!!,4 years ago
Nan Parrish, 5 stars ,This is such a beautiful church,3 years ago
Maria Rominger (Threedogsandacatrv), 1 star ,Closed to the public,a year ago
Mattie Brandon, 5 stars ,Beautiful,7 months ago
Joseph Cascio, 5 stars ,Beautiful & Very Historical.,2 years ago
John Albritton, 5 stars ,Very Beautiful Church.,3 years ago
Brandi Kerns, 5 stars ,Awe inspiring,3 years ago
Gary, 4 stars ,Beautiful architecture!,3 years ago
David Agan, 5 stars ,Beautiful,11 months ago
alex bonick, 5 stars ,Awesome architecture!,3 years ago
Cesar Daher, 4 stars ,Very Nice,3 years ago
Lilly K, 4 stars ,Beautiful church!,3 years ago
Susan West, 5 stars ,Beautiful building.,4 years ago
Thomas Stark, 5 stars ,Beautiful say no more,3 years ago
Cathi Carrick, 5 stars ,Beautiful full of history,4 years ago
Will Jones, 5 stars ,Beautiful property.,3 years ago
Elsa Olsen, 5 stars ,Lovely.,2 years ago
Muthu Lakshmanan, 5 stars ,Must visit place in St. Augustine.,3 years ago
Tina Denby, 5 stars ,👍❤️,3 years ago
Kimberly Edmondson, 5 stars ,Beautiful!,a year ago
john farag, 5 stars ,Love it,3 years ago
Rev. Joseph Medearis, 5 stars ,Great people!,2 years ago
K D, 5 stars ,Soooo beautiful!!!!!,3 years ago
ZeeBless “Zee” Escalona, 5 stars ,Ok,2 years ago
Gary Eckenroth, 5 stars ,Pristine,2 years ago
Marina Buff, 5 stars ,Beautiful,3 years ago
albert jones, 5 stars ,Very historic,3 years ago
Marc Van Baar, 5 stars ,Stunning church,2 years ago
Brian Heinrich, 5 stars ,Beautiful,3 years ago
Marie Matte, 5 stars ,Beautiful,3 years ago
Sharon Gaertner, 5 stars ,Beautiful Detail,4 years ago
bob kuhfuss, 5 stars ,Beautiful,2 years ago
Jeanne Johnson, 5 stars ,Beautiful,3 years ago
David Griffin, 5 stars ,Beautiful,4 years ago
Gene Johnson, 5 stars ,Beautiful,5 years ago
Jennifer Flores, 4 stars ,"(Translated by Google) The structure is beautiful from afar you can see it!

(Original)
La estructura es hermosa de lejos se puede apreciar!",5 months ago
leidy viviana fernandez caceres, 5 stars ,"(Translated by Google) Beautiful architecture

(Original)
Preciosa arquitectura",7 months ago
MIN CHEN, 5 stars ,"(Translated by Google) An ancient and beautiful church, the hymn of hymns accompanied by the organ is breathtaking! Thanks for praising the Lord, amen!

(Original)
古老而漂亮的教堂，管风琴伴奏下的赞美诗圣歌令人回肠荡气！感谢赞美主，阿们！",5 years ago
Diela Leon, 5 stars ,"(Translated by Google) Beautiful and majestic Church I loved

(Original)
Bellísima y majestuosa Iglesia me encanto",2 years ago
EDWIN HERNANDEZ, 5 stars ,"(Translated by Google) very nice church

(Original)
Muy bonita iglesia",3 years ago
rodrigo rodriguez, 5 stars ,"(Translated by Google) Pretty

(Original)
Lindo",a year ago
